2021-12-12 22:12:811 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 02:12:621 INFO  AddUserPage :74 - enter the employee username : AnanyaDash100
2021-12-13 02:12:692 INFO  AddUserPage :79 - selecting user status : Disabled
2021-12-13 02:12:804 INFO  AddUserPage :84 - Enter password[[ChromeDriver: chrome on WINDOWS (0d0a6e7ebbd6dd2e208d8a5431680be7)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 02:12:899 INFO  AddUserPage :88 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (0d0a6e7ebbd6dd2e208d8a5431680be7)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 02:12:955 INFO  AddUserPage :93 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (0d0a6e7ebbd6dd2e208d8a5431680be7)] -> xpath: //input[@id='btnSave']]
2021-12-13 02:12:968 INFO  AddUserPage :99 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (0d0a6e7ebbd6dd2e208d8a5431680be7)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 08:12:620 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 08:12:102 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 08:12:01 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (95f583de2ba5bad84a44fd12fad1aad2)] -> xpath: //a[@id='welcome']]
2021-12-13 08:12:835 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 08:12:192 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (2e19ca0fa429e8fd7cc77345a4511962)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 08:12:68 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 08:12:301 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (e40ab9044010defa32410ff74347e264)] -> xpath: //a[@id='welcome']]
2021-12-13 08:12:599 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (e40ab9044010defa32410ff74347e264)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 08:12:552 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 08:12:446 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (e20bd9b134e85b09b245078e46d7fcf4)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 08:12:530 INFO  ViewSystemUsersPage :59 - verifying the system users message : Proxy element for: DefaultElementLocator 'By.id: '
2021-12-13 08:12:99 INFO  ViewSystemUsersPage :64 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (e20bd9b134e85b09b245078e46d7fcf4)] -> xpath: //input[@id='btnAdd']]
2021-12-13 08:12:162 INFO  AddUserPage :62 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (e20bd9b134e85b09b245078e46d7fcf4)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 08:12:242 INFO  AddUserPage :67 - selecting user role : Admin
2021-12-13 08:12:367 INFO  AddUserPage :73 - enter the employee name : Ananya Dash
2021-12-13 08:12:480 INFO  AddUserPage :78 - enter the employee username : AnanyaDash100
2021-12-13 08:12:548 INFO  AddUserPage :83 - selecting user status : Disabled
2021-12-13 08:12:649 INFO  AddUserPage :88 - Enter password[[ChromeDriver: chrome on WINDOWS (e20bd9b134e85b09b245078e46d7fcf4)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 08:12:750 INFO  AddUserPage :92 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (e20bd9b134e85b09b245078e46d7fcf4)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 08:12:810 INFO  AddUserPage :97 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (e20bd9b134e85b09b245078e46d7fcf4)] -> xpath: //input[@id='btnSave']]
2021-12-13 08:12:838 INFO  AddUserPage :103 - verifying the add users message : 
2021-12-13 08:12:952 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 08:12:966 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (0e3252882fd37f5194af46d5baffabd9)] -> xpath: //a[@id='welcome']]
2021-12-13 08:12:969 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 08:12:584 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (5fb064aa68effcf65c1b6abb62a5ce86)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 08:12:646 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 08:12:915 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (b90affcb267780b855f971c54d464427)] -> xpath: //a[@id='welcome']]
2021-12-13 08:12:282 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (b90affcb267780b855f971c54d464427)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 08:12:237 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 08:12:711 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (a1ea47862a4607d2f0e857d7287fc540)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 08:12:783 INFO  ViewSystemUsersPage :59 - verifying the system users message : Proxy element for: DefaultElementLocator 'By.id: '
2021-12-13 08:12:283 INFO  ViewSystemUsersPage :64 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (a1ea47862a4607d2f0e857d7287fc540)] -> xpath: //input[@id='btnAdd']]
2021-12-13 08:12:345 INFO  AddUserPage :62 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (a1ea47862a4607d2f0e857d7287fc540)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 08:12:434 INFO  AddUserPage :67 - selecting user role : Admin
2021-12-13 08:12:539 INFO  AddUserPage :73 - enter the employee name : Ananya Dash
2021-12-13 08:12:646 INFO  AddUserPage :78 - enter the employee username : AnanyaDash100
2021-12-13 08:12:707 INFO  AddUserPage :83 - selecting user status : Disabled
2021-12-13 08:12:839 INFO  AddUserPage :88 - Enter password[[ChromeDriver: chrome on WINDOWS (a1ea47862a4607d2f0e857d7287fc540)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 08:12:946 INFO  AddUserPage :92 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (a1ea47862a4607d2f0e857d7287fc540)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 08:12:18 INFO  AddUserPage :97 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (a1ea47862a4607d2f0e857d7287fc540)] -> xpath: //input[@id='btnSave']]
2021-12-13 08:12:341 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 08:12:415 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (5589d28cd5301c6e162748bd43aa2aeb)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:353 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:594 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (9a81f90ce220d5fb2d037512b3631f40)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 09:12:619 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:865 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (ccd92dfc10b6f17062f14b120985a5e1)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:180 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (ccd92dfc10b6f17062f14b120985a5e1)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 09:12:153 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:480 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (cb0d84e32cd640dc426cb2abf3b859d9)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:559 INFO  ViewSystemUsersPage :59 - verifying the system users message : Proxy element for: DefaultElementLocator 'By.id: '
2021-12-13 09:12:95 INFO  ViewSystemUsersPage :64 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (cb0d84e32cd640dc426cb2abf3b859d9)] -> xpath: //input[@id='btnAdd']]
2021-12-13 09:12:157 INFO  AddUserPage :62 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (cb0d84e32cd640dc426cb2abf3b859d9)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 09:12:225 INFO  AddUserPage :67 - selecting user role : Admin
2021-12-13 09:12:327 INFO  AddUserPage :73 - enter the employee name : Ananya Dash
2021-12-13 09:12:435 INFO  AddUserPage :78 - enter the employee username : AnanyaDash100
2021-12-13 09:12:501 INFO  AddUserPage :83 - selecting user status : Disabled
2021-12-13 09:12:610 INFO  AddUserPage :88 - Enter password[[ChromeDriver: chrome on WINDOWS (cb0d84e32cd640dc426cb2abf3b859d9)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 09:12:699 INFO  AddUserPage :92 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (cb0d84e32cd640dc426cb2abf3b859d9)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 09:12:767 INFO  AddUserPage :97 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (cb0d84e32cd640dc426cb2abf3b859d9)] -> xpath: //input[@id='btnSave']]
2021-12-13 09:12:898 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:889 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (568e706880cb24c4471332ade77163bd)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:864 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:994 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (ee200e48566f94690e35ac50b5deba6c)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 09:12:869 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:164 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (8a8ae7a353f25560cdd501acdbfc9e71)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:505 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (8a8ae7a353f25560cdd501acdbfc9e71)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 09:12:473 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:30 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (f1363d75a61d5c2427dfb6023a35caee)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:117 INFO  ViewSystemUsersPage :59 - verifying the system users message : Proxy element for: DefaultElementLocator 'By.id: '
2021-12-13 09:12:674 INFO  ViewSystemUsersPage :64 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (f1363d75a61d5c2427dfb6023a35caee)] -> xpath: //input[@id='btnAdd']]
2021-12-13 09:12:739 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (f1363d75a61d5c2427dfb6023a35caee)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 09:12:809 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 09:12:917 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 09:12:31 INFO  AddUserPage :79 - enter the employee username : AnanyaDash100
2021-12-13 09:12:100 INFO  AddUserPage :84 - selecting user status : Disabled
2021-12-13 09:12:199 INFO  AddUserPage :89 - Enter password[[ChromeDriver: chrome on WINDOWS (f1363d75a61d5c2427dfb6023a35caee)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 09:12:298 INFO  AddUserPage :93 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (f1363d75a61d5c2427dfb6023a35caee)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 09:12:357 INFO  AddUserPage :98 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (f1363d75a61d5c2427dfb6023a35caee)] -> xpath: //input[@id='btnSave']]
2021-12-13 09:12:902 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:910 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (a68ea0b626aa077533fd855d9fe122b9)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:134 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:342 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (f5573c3576c1dc17d46422238ab6eff8)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 09:12:254 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:597 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (29477173262ab93c52b532d056d53f19)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:917 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (29477173262ab93c52b532d056d53f19)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 09:12:853 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:49 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (a6258ddd16e43bf466afd0b8c406e890)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:125 INFO  ViewSystemUsersPage :59 - verifying the system users message : Proxy element for: DefaultElementLocator 'By.id: '
2021-12-13 09:12:710 INFO  ViewSystemUsersPage :64 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (a6258ddd16e43bf466afd0b8c406e890)] -> xpath: //input[@id='btnAdd']]
2021-12-13 09:12:761 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (a6258ddd16e43bf466afd0b8c406e890)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 09:12:841 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 09:12:960 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 09:12:63 INFO  AddUserPage :79 - enter the employee username : AnanyaDash100
2021-12-13 09:12:132 INFO  AddUserPage :84 - selecting user status : Disabled
2021-12-13 09:12:234 INFO  AddUserPage :89 - Enter password[[ChromeDriver: chrome on WINDOWS (a6258ddd16e43bf466afd0b8c406e890)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 09:12:330 INFO  AddUserPage :93 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (a6258ddd16e43bf466afd0b8c406e890)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 09:12:392 INFO  AddUserPage :98 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (a6258ddd16e43bf466afd0b8c406e890)] -> xpath: (//form[@id='frmSystemUser'])[1]//child::p//child::input[1]]
2021-12-13 09:12:135 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:101 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (8a4ff38363e02f82983106df33d3e64f)] -> xpath: //a[@id='welcome']]
